"element_id"	"iwa_id"	"dwa_id"	"dwa_title"	"dwa_title_nb"	"changed"
"4.A.2.a.3"	"4.A.2.a.3.I04"	"4.A.2.a.3.I04.D02"	"Follow protocols or regulations for healthcare activities."	"Følger protokoller eller regler for helsestell"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I01"	"4.A.2.a.4.I01.D01"	"Locate natural resources using geospatial or other environmental data."	"Lokaliserer naturressurser ved å bruke kartdata eller annen miljøinformasjon"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I01"	"4.A.2.a.4.I01.D02"	"Determine geographic coordinates."	"Finner geografiske koordinater"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I01"	"4.A.2.a.4.I01.D03"	"Analyze geological samples."	"Analyserer geologiske prøver"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I01"	"4.A.2.a.4.I01.D04"	"Analyze environmental data."	"Analyserer miljødata"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I01"	"4.A.2.a.4.I01.D05"	"Analyze geological or geographical data."	"Analyserer geologiske eller geografiske data"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I01"	"4.A.2.a.4.I01.D06"	"Analyze Geographic Information Systems (GIS) data for use in green applications."	"Analyserer data fra geografiske informasjonssystemer (GIS) til bruk i miljøvennlige programmer"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I01"	"4.A.2.a.4.I01.D07"	"Analyze physical, survey, or geographic data."	"Analyserer fysiske data, undersøkelsesdata eller geografiske data"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I02"	"4.A.2.a.4.I02.D01"	"Estimate demand for products or services."	"Estimerer etterspørsel etter varer eller tjenester"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I02"	"4.A.2.a.4.I02.D02"	"Analyze industry trends."	"Analyserer bransjetrender"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I02"	"4.A.2.a.4.I02.D03"	"Forecast economic, political, or social trends."	"Forutser økonomiske, politiske eller sosiale trender"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I02"	"4.A.2.a.4.I02.D04"	"Analyze market conditions or trends."	"Analyserer markedsforhold eller -trender"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I02"	"4.A.2.a.4.I02.D05"	"Analyze website or related online data to track trends or usage."	"Analyserer nettsidedata eller tilknyttede nettdata for å spore trender eller bruk"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I02"	"4.A.2.a.4.I02.D06"	"Analyze market or customer related data."	"Analyserer markeds- eller kunderelaterte opplysninger"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I02"	"4.A.2.a.4.I02.D07"	"Analyze consumer trends."	"Analyserer forbrukertrender"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I02"	"4.A.2.a.4.I02.D08"	"Analyze market research data."	"Analyserer data fra markedsundersøkelser"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I03"	"4.A.2.a.4.I03.D01"	"Assess risks to business operations."	"Vurderer risiko ved forretningsvirksomhet"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I03"	"4.A.2.a.4.I03.D02"	"Analyze risks related to investments in green technology."	"Analyserer risikoer i forbindelse med investeringer i grønn teknologi"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I03"	"4.A.2.a.4.I03.D03"	"Analyze risks to minimize losses or damages."	"Analyserer risikoer for å minimere tap eller skader"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I04"	"4.A.2.a.4.I04.D01"	"Apply mathematical principles or statistical approaches to solve problems in scientific or applied fields."	"Bruker matematiske prinsipper eller statistiske metoder for å løse problemer innenfor vitenskap eller anvendte områder"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I04"	"4.A.2.a.4.I04.D02"	"Analyze data to identify trends or relationships among variables."	"Analyserer data for å identifisere tendenser eller forbindelser mellom variabler"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I05"	"4.A.2.a.4.I05.D01"	"Evaluate technical data to determine effect on designs or plans."	"Vurderer tekniske opplysninger for å fastslå innvirkning på design eller planer"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I05"	"4.A.2.a.4.I05.D02"	"Analyze design requirements for computer or electronics systems."	"Analyserer konstruksjonskrav for datasystemer eller elektroniske systemer"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I05"	"4.A.2.a.4.I05.D03"	"Evaluate designs or specifications to ensure quality."	"Vurderer design eller spesifikasjoner for å sikre kvalitet"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I05"	"4.A.2.a.4.I05.D04"	"Analyze green technology design requirements."	"Analyserer konstruksjonskrav for grønn teknologi"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I05"	"4.A.2.a.4.I05.D05"	"Analyze project data to determine specifications or requirements."	"Analyserer prosjektdata for å fastslå spesifikasjoner eller krav"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I05"	"4.A.2.a.4.I05.D06"	"Analyze design or requirements information for mechanical equipment or systems."	"Analyserer konstruksjonsdata eller kravspesifikasjoner for mekanisk utstyr eller systemer"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I05"	"4.A.2.a.4.I05.D07"	"Evaluate environmental or sustainability projects."	"Evaluerer miljø- eller bærekraftsprosjekter"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I05"	"4.A.2.a.4.I05.D08"	"Analyze costs and benefits of proposed designs or projects."	"Analyserer kostnader og fordeler ved foreslåtte planer eller prosjekter"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I06"	"4.A.2.a.4.I06.D01"	"Analyze health-related data."	"Analyserer helserelaterte opplysninger"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I06"	"4.A.2.a.4.I06.D02"	"Analyze patient data to determine patient needs or treatment goals."	"Analyserer pasientopplysninger for å fastslå pasienters behov eller behandlingsmål"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I06"	"4.A.2.a.4.I06.D03"	"Analyze test data or images to inform diagnosis or treatment."	"Analyserer prøvedata eller -bilder som beslutningsgrunnlag for diagnoser eller behandling"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I06"	"4.A.2.a.4.I06.D04"	"Analyze medical data to determine cause of death."	"Analyserer medisinske data for å fastslå dødsårsak"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I06"	"4.A.2.a.4.I06.D05"	"Calculate numerical data for medical activities."	"Beregner numeriske data for medisinsk virksomhet"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I06"	"4.A.2.a.4.I06.D06"	"Analyze quantitative data to determine effectiveness of treatments or therapies."	"Analyserer kvantitative data for å fastslå hvor effektive behandlinger eller terapier er"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D01"	"Calculate data to inform organizational operations."	"Beregner data som grunnlag for organisatorisk virksomhet"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D02"	"Analyze operational or research data."	"Analyserer drifts- eller forskningsdata"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D03"	"Analyze operational data to evaluate operations, processes or products."	"Analyserer driftsdata for å evaluere drift, prosesser eller produkter"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D04"	"Evaluate energy production data."	"Evaluerer data om kraftproduksjon"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D05"	"Interpret research or operational data."	"Fortolker forsknings- eller driftsinformasjon"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D06"	"Model operational processes."	"Modellerer driftsprosesser"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D07"	"Analyze logistics processes."	"Analyserer logistikkprosesser"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D08"	"Analyze forecasting data to improve business decisions."	"Analyserer prognosedata for å forbedre forretningsbeslutninger"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D09"	"Analyze data to assess operational or project effectiveness."	"Analyserer data for å vurdere drifts- eller prosjekteffektivitet"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D10"	"Analyze jobs using observation, survey, or interview techniques."	"Analyserer jobber ved hjelp av observasjon, undersøkelse eller intervjuteknikker"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D11"	"Analyze data to inform personnel decisions."	"Analyserer data for å fremskaffe informasjon til personalbeslutninger"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D12"	"Analyze data to inform operational decisions or activities."	"Analyserer data for å fremskaffe informasjon til driftsbeslutninger eller -aktiviteter"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D13"	"Evaluate logistics methods to reduce environmental impact."	"Evaluerer logistikkmetoder for å redusere miljøpåvirkningen"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D14"	"Analyze data to identify or resolve operational problems."	"Analyserer data for å identifisere eller løse driftsproblemer"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D15"	"Analyze shipping information to make routing decisions."	"Analyserer fraktinformasjon for å velge ruter"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D16"	"Analyze traffic data."	"Analyserer trafikkdata"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I07"	"4.A.2.a.4.I07.D17"	"Analyze energy usage data."	"Analyserer data om energibruk"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I08"	"4.A.2.a.4.I08.D01"	"Identify implications for cases from legal precedents or other legal information."	"Finner implikasjoner i saker fra juridiske presedenser eller annen juridisk informasjon"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I09"	"4.A.2.a.4.I09.D01"	"Appraise environmental impact of regulations or policies."	"Vurderer miljøeffekten av regelverk eller retningslinjer"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I09"	"4.A.2.a.4.I09.D02"	"Analyze environmental regulations to ensure organizational compliance."	"Analyserer miljøforskrifter for å sikre at de blir fulgt"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I09"	"4.A.2.a.4.I09.D03"	"Analyze impact of legal or regulatory changes."	"Analyserer virkningen av lov- eller forskriftsendringer"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I09"	"4.A.2.a.4.I09.D04"	"Evaluate applicable laws and regulations to determine impact on organizational activities."	"Vurderer anvendelige lover og regler for å fastslå innvirkning på næringsvirksomhet"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I10"	"4.A.2.a.4.I10.D01"	"Analyze laboratory specimens to detect abnormalities or other problems."	"Analyserer laboratorieprøver for å avdekke abnormiteter eller andre problemer"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I10"	"4.A.2.a.4.I10.D02"	"Analyze forensic evidence to solve crimes."	"Analyserer tekniske bevis for å oppklare forbrytelser"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I10"	"4.A.2.a.4.I10.D03"	"Analyze crime scene evidence."	"Analyserer åstedsbevis"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I10"	"4.A.2.a.4.I10.D04"	"Analyze laboratory findings."	"Analyserer laboratoriefunn"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I10"	"4.A.2.a.4.I10.D05"	"Analyze biological samples."	"Analyserer biologiske prøver"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I10"	"4.A.2.a.4.I10.D06"	"Analyze chemical compounds or substances."	"Analyserer kjemiske forbindelser eller stoffer"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I11"	"4.A.2.a.4.I11.D01"	"Analyze budgetary or accounting data."	"Analyserer budsjett- eller regnskapsdata"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I11"	"4.A.2.a.4.I11.D02"	"Analyze financial information."	"Analyserer finansinformasjon"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I11"	"4.A.2.a.4.I11.D03"	"Apply mathematical models of financial or business conditions."	"Bruker matematiske modeller av økonomiske eller forretningsmessige forhold"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I11"	"4.A.2.a.4.I11.D04"	"Analyze business or financial data."	"Analyserer kommersielle eller finansielle data"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I11"	"4.A.2.a.4.I11.D05"	"Analyze financial records to improve budgeting or planning."	"Analyserer finansdata for å forbedre budsjettering eller planlegging"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I11"	"4.A.2.a.4.I11.D06"	"Analyze financial records or reports to determine state of operations."	"Analyserer finansdata eller -rapporter for å fastslå status"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I11"	"4.A.2.a.4.I11.D07"	"Analyze financial records to improve efficiency."	"Analyserer finansdata for å forbedre effektiviteten"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I12"	"4.A.2.a.4.I12.D01"	"Conduct quantitative failure analyses of operational data."	"Gjennomfører kvantitative feilanalyser av driftsdata"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I12"	"4.A.2.a.4.I12.D02"	"Analyze security of systems, network, or data."	"Analyserer system-, nettverks- eller datasikkerhet"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I12"	"4.A.2.a.4.I12.D03"	"Interpret design or operational test results."	"Fortolker design- eller driftsprøveresultater"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I12"	"4.A.2.a.4.I12.D04"	"Analyze test or validation data."	"Analyserer prøve- eller valideringsdata"	"2017-05-26"
"4.A.2.a.4"	"4.A.2.a.4.I12"	"4.A.2.a.4.I12.D05"	"Analyze test or performance data to assess equipment operation."	"Analyserer prøve- eller ytelsesdata for å vurdere hvor godt utstyr virker"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I01"	"4.A.2.b.1.I01.D01"	"Estimate costs of products, services, or materials."	"Estimerer kostnader for produkter, tjenester eller materialer"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I01"	"4.A.2.b.1.I01.D02"	"Determine the value of goods or services."	"Fastsetter verdien av varer eller tjenester"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I01"	"4.A.2.b.1.I01.D03"	"Estimate costs or terms of sales."	"Estimerer kostnader eller salgsbetingelser"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I01"	"4.A.2.b.1.I01.D04"	"Determine prices for menu items."	"Fastsetter priser for varer på menyen"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I01"	"4.A.2.b.1.I01.D05"	"Calculate shipping costs."	"Beregner forsendelseskostnader"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I01"	"4.A.2.b.1.I01.D06"	"Estimate costs of goods or services."	"Estimerer kostnader for varer eller tjenester"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I01"	"4.A.2.b.1.I01.D07"	"Calculate costs of goods or services."	"Beregner kostnader for varer eller tjenester"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I02"	"4.A.2.b.1.I02.D01"	"Determine causes of operational problems or failures."	"Fastslår årsaker til driftsproblemer eller -avbrudd"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I02"	"4.A.2.b.1.I02.D02"	"Troubleshoot equipment or systems operation problems."	"Feilsøker problemer ved utstyr eller systemdrift"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I02"	"4.A.2.b.1.I02.D03"	"Diagnose equipment malfunctions."	"Diagnostiserer feil på utstyr"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I03"	"4.A.2.b.1.I03.D01"	"Authorize construction activities."	"Godkjenner anleggsaktiviteter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I03"	"4.A.2.b.1.I03.D02"	"Authorize financial actions."	"Godkjenner økonomiske handlinger"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I03"	"4.A.2.b.1.I03.D03"	"Authorize payments to settle legal disputes."	"Godkjenner betalinger som oppgjør i rettstvister"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I03"	"4.A.2.b.1.I03.D04"	"Approve expenditures."	"Godkjenner utgifter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D01"	"Determine metal or plastic production methods."	"Bestemmer produksjonsmetoder for metall eller plast"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D02"	"Determine appropriate locations for operations or installations."	"Fastsetter passende beliggenheter for drift eller installasjoner"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D03"	"Determine operational methods."	"Bestemmer driftsmetoder"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D04"	"Determine operational procedures."	"Bestemmer driftsprosedyrer"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D05"	"Determine methods to minimize environmental impact of activities."	"Fastsetter metoder for å minimere miljøpåvirkningen til aktiviteter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D06"	"Determine food production methods."	"Bestemmer produksjonsmetoder for mat"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D07"	"Determine forestry techniques or methods."	"Fastsetter teknikker eller metoder i skogbruk"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D08"	"Determine construction project layouts."	"Fastsetter anleggsprosjektplaner"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D09"	"Determine production equipment settings."	"Avgjør innstillinger på produksjonsutstyr"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D10"	"Determine appropriate methods for data analysis."	"Fastslår hensiktsmessige metoder for dataanalyse"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D11"	"Determine protocols for medical procedures."	"Fastsetter protokoller for medisinske prosedyrer"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D12"	"Choose optimal transportation routes or speeds."	"Velger optimale transportruter eller -hastigheter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I04"	"4.A.2.b.1.I04.D13"	"Determine technical requirements of productions or projects."	"Fastsetter tekniske krav til produksjoner eller prosjekter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I05"	"4.A.2.b.1.I05.D01"	"Make decisions in legal cases."	"Treffer avgjørelser i rettssaker"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I05"	"4.A.2.b.1.I05.D02"	"Rule on admissibility of legal proceedings."	"Avgjør om søksmål kan tillates"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I06"	"4.A.2.b.1.I06.D01"	"Diagnose dental conditions."	"Diagnostiserer dentaltilstander"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I06"	"4.A.2.b.1.I06.D02"	"Diagnose medical conditions."	"Diagnostiserer medisinske tilstander"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I06"	"4.A.2.b.1.I06.D03"	"Diagnose neural or psychological disorders."	"Diagnostiserer nevrale eller fysiologiske lidelser"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I07"	"4.A.2.b.1.I07.D01"	"Edit written materials."	"Redigerer tekster"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I07"	"4.A.2.b.1.I07.D02"	"Edit documents."	"Redigerer dokumenter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D01"	"Estimate technical or resource requirements for development or production projects."	"Estimerer tekniske behov eller ressursbehov til utviklings- eller produksjonsprosjekter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D02"	"Identify information technology project resource requirements."	"Fastsetter ressursbehov for IT-prosjekter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D03"	"Estimate labor requirements."	"Estimerer behov for arbeidskraft"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D04"	"Calculate specific material, equipment, or labor requirements for production."	"Beregner spesifikt materiale, utstyr eller krav til arbeidskraft for produksjon"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D05"	"Determine resource needs."	"Fastslår ressursbehov"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D06"	"Estimate labor or resource requirements for forestry, fishing, or agricultural operations."	"Estimerer behov for arbeidskraft eller ressurser til skogbruk, fiskeri eller jordbruk"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D07"	"Estimate supplies, ingredients, or staff requirements for food preparation activities."	"Estimerer behov for forsyninger, ingredienser eller mannskap til matlaging"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D08"	"Estimate cost or material requirements."	"Estimerer kostnad eller materialbehov"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D09"	"Estimate material requirements for production."	"Estimerer behov for materialer til produksjon"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D10"	"Estimate time requirements for development or production projects."	"Estimerer tid som trengs for utviklings- eller produksjonsprosjekter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D11"	"Determine types of equipment, tools, or materials needed for jobs."	"Fastslår hvilke typer utstyr, verktøy eller materialer som trengs til jobber"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D12"	"Estimate materials requirements for projects."	"Estimerer behov for materialer til prosjekter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D13"	"Calculate requirements for equipment installation or repair projects."	"Beregner krav til utstyrsinstallasjon eller reparasjonsprosjekter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I08"	"4.A.2.b.1.I08.D14"	"Estimate construction project labor requirements."	"Estimerer behov for arbeidskraft ved anleggsprosjekter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I09"	"4.A.2.b.1.I09.D01"	"Implement organizational process or policy changes."	"Implementerer endringer i driftsprosesser eller -retningslinjer"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I09"	"4.A.2.b.1.I09.D02"	"Implement transportation changes to reduce environmental impact."	"Gjennomfører endringer i transportrutiner for å redusere miljøpåvirkningen"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I09"	"4.A.2.b.1.I09.D03"	"Apply new technologies to improve work processes."	"Bruker ny teknologi for å forbedre arbeidsprosesser"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I09"	"4.A.2.b.1.I09.D04"	"Implement advertising or marketing initiatives."	"Iverksetter reklame- eller markedsføringstiltak"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I09"	"4.A.2.b.1.I09.D05"	"Implement financial decisions."	"Utfører økonomiske avgjørelser"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I09"	"4.A.2.b.1.I09.D06"	"Implement design or process improvements."	"Implementerer design- eller prosessforbedringer"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D01"	"Select tools, equipment, or technologies for use in operations or projects."	"Velger verktøy, utstyr eller teknologi til bruk i drift eller prosjekter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D02"	"Select project materials."	"Velger prosjektmateriale"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D03"	"Select materials or props."	"Velger materialer eller rekvisitter"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D04"	"Select equipment, materials, or supplies for cleaning or maintenance activities."	"Velger utstyr, materialer eller forsyninger til rengjørings- eller vedlikeholdsarbeid"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D05"	"Select production input materials."	"Velger innsatsmaterialer til produksjon"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D06"	"Select production equipment according to product specifications."	"Velger produksjonsutstyr basert på produktspesifikasjoner"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D07"	"Select construction materials."	"Velger anleggsmaterialer"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D08"	"Select medical equipment for addressing patient needs."	"Velger medisinsk utstyr for å håndtere pasienters behov"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D09"	"Select construction equipment."	"Velger anleggsutstyr"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D10"	"Select educational materials or equipment."	"Velger undervisningsmateriell eller -utstyr"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I10"	"4.A.2.b.1.I10.D11"	"Select resources needed to accomplish tasks."	"Velger ressurser som trengs for å utføre oppgaver"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I11"	"4.A.2.b.1.I11.D01"	"Edit audio or video recordings."	"Redigerer lyd- eller videoopptak"	"2017-05-26"
"4.A.2.b.1"	"4.A.2.b.1.I11"	"4.A.2.b.1.I11.D02"	"Mix sound inputs."	"Mikser tilførte lyder"	"2017-05-26"
"4.A.2.b.2"	"4.A.2.b.2.I01"	"4.A.2.b.2.I01.D01"	"Develop treatment plans for patients or clients."	"Utarbeider behandlingsplaner for pasienter eller kunder"	"2017-05-26"
"4.A.2.b.2"	"4.A.2.b.2.I01"	"4.A.2.b.2.I01.D02"	"Develop medical treatment plans."	"Utarbeider medisinske behandlingsplaner"	"2017-05-26"
"4.A.2.b.2"	"4.A.2.b.2.I01"	"4.A.2.b.2.I01.D03"	"Develop exercise or conditioning programs."	"Utarbeider trenings- eller mosjonsprogrammer"	"2017-05-26"
"4.A.2.b.2"	"4.A.2.b.2.I01"	"4.A.2.b.2.I01.D04"	"Develop patient therapy programs."	"Utvikler terapiprogrammer for pasienter"	"2017-05-26"
